id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2737,"Elif's room in cozy, clean flat.",3047,Elif,,VIII Appia Antica,41.87136,12.48215,Private room,26,7,7,2015-04-12,0.08,5,365,0,
2903,Stay a night in Calisto6 B&B Rome,3280,Andrea,,I Centro Storico,41.88824,12.46953,Private room,86,1,55,2013-05-28,0.57,3,357,0,
3079,Cozy apartment  (2-4)with Colisseum  view,3504,Laura,,I Centro Storico,41.895,12.49117,Entire home/apt,100,5,19,2018-04-30,0.51,7,330,2,
11834,"Roma ""Charming Boschetto House""",44552,Serena,,I Centro Storico,41.8965,12.49211,Entire home/apt,90,2,142,2019-07-04,1.31,1,340,0,
12398,Casa Donatello - Home far from Home,11756,Gea,,II Parioli/Nomentano,41.92582,12.46928,Entire home/apt,63,1,43,2020-11-22,10.57,2,151,4,
14181,Beautiful apt close to the Vatican,51913,Ivan,,I Centro Storico,41.91353,12.4537,Private room,187,7,28,2011-09-20,0.27,1,88,0,
15409,VATICAN SAN PIETRO 5min From Vatican,60352,Manuel,,XIII Aurelia,41.89699,12.44808,Entire home/apt,100,2,2,2015-03-23,0.02,3,365,0,
16276,B&B Calisto6 great location in Rome,3280,Andrea,,I Centro Storico,41.89007,12.47122,Private room,86,1,6,2015-06-18,0.05,3,363,0,
19965,*BRIGHT IN FRONT OF THE VATICAN CITY TWO BDR*,75450,Sasa,,I Centro Storico,41.9073,12.45349,Entire home/apt,70,3,61,2021-07-21,0.72,9,295,6,
19967,A 5 MIN A PIEDI P.ZZA S. PIETRO 2 CAMERE LUMINOSO,75450,Sasa,,I Centro Storico,41.9092,12.45344,Entire home/apt,68,3,32,2019-09-10,0.44,9,293,1,
20534,Trastevere - Cedro 1 Apartment (1 Bedroom),77540,Sabrina,,I Centro Storico,41.88992,12.46823,Entire home/apt,110,3,45,2019-09-11,0.39,5,354,0,
20587,Trastevere - Cedro 4 Apartment (2 Bedroom),77540,Sabrina,,I Centro Storico,41.88992,12.46823,Entire home/apt,170,3,59,2020-03-07,0.60,5,329,1,
20606,"Your own home in St. Peter, Rome",77932,Giovanna,,XIII Aurelia,41.89689,12.45695,Entire home/apt,146,2,71,2020-10-21,0.71,3,286,2,
20699,Vintage Suite w/ Private Bath & AC,78287,Frank & Soledad,,I Centro Storico,41.89294,12.50581,Private room,68,1,404,2021-09-13,4.23,8,327,14,
21193,BLUE DOUBLE ROOM WITH TERRACE,80755,Marianna,,I Centro Storico,41.91029,12.44703,Private room,70,2,14,2019-11-12,0.14,4,351,0,
21249,"B&B 830, 10 min. from everything! - ROME",81015,Emanuele,,VII San Giovanni/Cinecittà,41.86287,12.54784,Private room,45,3,107,2017-07-02,0.93,10,194,0,
21811,PRETTY FLAT IN TRASTEVERE,5232802,Coan,,I Centro Storico,41.89084,12.46804,Entire home/apt,97,3,191,2020-01-10,1.46,13,51,0,
22335,4  Apartments in Navona square (unit 1),85707,Elena,,I Centro Storico,41.89939,12.46711,Entire home/apt,52,1,135,2021-06-19,1.97,4,318,25,
22395,VERY COOL FLAT IN ST. PETER,5232802,Coan,,I Centro Storico,41.90428,12.4629,Entire home/apt,111,3,26,2018-07-15,0.21,13,26,1,
22573,Splendido loft con pezzi di design nel cuore del Pigneto,86882,Francesco,,V Prenestino/Centocelle,41.89078,12.52634,Entire home/apt,70,28,101,2020-08-31,1.19,1,240,1,
22930,Trastevere - Cedro 3 Apartment (1 Bedroom),77540,Sabrina,,I Centro Storico,41.88992,12.46823,Entire home/apt,110,3,64,2019-09-15,0.50,5,341,0,
23803,Charming flat in Trastevere,5232802,Coan,,I Centro Storico,41.88958,12.4678,Entire home/apt,97,3,227,2019-09-23,2.12,13,47,3,
24557,Mini apartment with garden & wifi,86053,Els,,XIV Monte Mario,41.91114,12.41477,Entire home/apt,73,2,324,2019-06-25,2.39,1,364,0,
25875,Your holiday next to St. Peter,77932,Giovanna,,XIII Aurelia,41.89689,12.45695,Entire home/apt,529,4,34,2019-01-02,0.35,3,90,0,
26957,Calisto6 B&B in the heart of Rome,3280,Andrea,,I Centro Storico,41.88857,12.47148,Private room,71,1,14,2018-05-22,6.18,3,349,2,
27816,*Rome CAMPO de FIORI Lovely Romantic Studio*,119186,Primarosa M.Rita,,I Centro Storico,41.89549,12.4721,Entire home/apt,68,2,135,2019-10-08,1.20,3,8,0,
29606,"At 2 steps from TRASTEVERE, YOUR HOME in ROME",127506,Pino,,XII Monte Verde,41.87839,12.45176,Entire home/apt,80,3,143,2019-09-22,1.18,1,332,6,
29902,Villa Lauretana for families/friend,128832,Loredana,,IX Eur,41.78628,12.53519,Entire home/apt,90,4,12,2017-06-30,0.14,1,364,1,
30887,Monti small flat nearby Colosseum private bathroom,132622,Mirela & Marco,,I Centro Storico,41.89637,12.49746,Entire home/apt,72,3,50,2019-05-29,0.64,3,365,0,
31058,WellnessInnRome Shortlet 2 people,133372,Emanuela,,I Centro Storico,41.90876,12.50134,Private room,65,2,69,2018-10-10,0.78,5,122,4,
31102,Rome cheap small cozy confy room,133321,Tiziana,,V Prenestino/Centocelle,41.87894,12.54117,Private room,14,3,169,2019-05-07,2.17,1,68,0,
31430,IRIS - 12 MIN TO COLOSSEO BY METRO,135012,Angiola,,II Parioli/Nomentano,41.93152,12.51622,Private room,40,2,369,2019-09-27,3.03,3,99,0,
31464,Warm Apartment with a Hi-Fi Stereo and Quaint Balcony,135112,Mario,,IV Tiburtina,41.9149,12.54632,Private room,106,2,391,2019-09-12,3.23,1,30,0,
34050,Fantastic Short Term Rental apto,146909,Vincenzo,,VIII Appia Antica,41.86726,12.49047,Entire home/apt,65,3,63,2017-04-20,0.70,1,362,1,
36223,da nonna maria b&b near center,155546,Micaela,,II Parioli/Nomentano,41.91106,12.51972,Private room,45,2,35,2015-07-19,0.26,2,358,0,
37054,Anna Home at Roman Forum,160020,Lorenzo,,I Centro Storico,41.89484,12.48758,Entire home/apt,52,2,506,2021-10-09,3.98,8,252,13,
37305,Casa Pariolina - Suite The Romantic,161114,Carla,,II Parioli/Nomentano,41.92135,12.48847,Private room,99,1,20,2019-09-29,0.24,3,340,0,
37307,Casa Pariolina-Suite Villa Borghese,161114,Carla,,II Parioli/Nomentano,41.9233,12.48857,Entire home/apt,100,1,29,2016-10-23,0.32,3,358,4,
42829,*COLOSEUM Front* Opera Theater Apt*,119186,Primarosa M.Rita,,I Centro Storico,41.900211,12.496002,Entire home/apt,70,3,35,2018-09-17,0.58,3,353,0,
43912,Beautiful countryside villa - Rome,192075,Rita,,XV Cassia/Flaminia,42.05602,12.48512,Entire home/apt,95,3,8,2021-07-28,0.16,1,364,3,
44442,In the very heart of Old Rome,195040,Hanen,,I Centro Storico,41.89431,12.47246,Entire home/apt,120,4,247,2020-02-29,2.16,3,109,0,
46669,Sotto il cielo di Roma B&B (Sole),205102,Antonio,,VIII Appia Antica,41.85238,12.47241,Private room,60,1,2,2019-05-16,0.05,2,357,0,
47149,A due passi da San Pietro da Simona,212374,Simona,,XII Monte Verde,41.88057,12.4593,Private room,82,3,147,2018-10-07,1.44,2,253,0,
47213,Sotto il cielo di Roma B&B (Luna),205102,Antonio,,VIII Appia Antica,41.85248,12.47427,Private room,55,1,4,2013-03-16,0.04,2,355,0,
48807,The House of Colors !!!,147227,Irene,,V Prenestino/Centocelle,41.88659,12.53166,Entire home/apt,52,2,160,2020-09-27,1.41,1,252,2,14382
49206,A Due Passi Da Trastevere,212374,Simona,,XII Monte Verde,41.87936,12.45777,Private room,45,2,220,2019-09-17,2.00,2,253,0,
49240,PANTHEON CHARMING ACCOMODATION,224479,Ermanno,,I Centro Storico,41.89738,12.476,Entire home/apt,72,2,29,2021-07-21,0.28,3,131,6,
50333,Bright&Cosy Penthouse Overlooking St. Peter's Dome,230736,Sita Alessandra,,I Centro Storico,41.91321,12.45482,Entire home/apt,95,3,91,2021-07-18,1.06,3,156,4,
50385,Tiny but Special Studio apartment!,231096,Laura,,V Prenestino/Centocelle,41.88882,12.5253,Entire home/apt,42,1,98,2017-10-25,0.89,2,283,1,
50471,Cozy bright Loft in Trastevere,231637,Lavinia,,XII Monte Verde,41.882,12.4673,Entire home/apt,91,1,280,2021-09-19,2.83,1,237,17,
52465,roma centro storico,242549,Laura,,I Centro Storico,41.8966,12.49851,Private room,60,3,0,,,1,365,0,
52805,CasaMastro,244775,Francesco,,I Centro Storico,41.88897,12.51402,Entire home/apt,92,2,155,2019-09-14,1.30,2,337,5,
53203,"Sanniti apartment, San Lorenzo stylish top floor",247495,Gabriele,,II Parioli/Nomentano,41.89805,12.51563,Entire home/apt,80,3,95,2019-06-13,0.96,1,138,0,
53322,Roma Campo de fiori Studio Gio,248295,Tom,,I Centro Storico,41.89585,12.47333,Entire home/apt,110,3,150,2021-09-11,1.62,11,163,8,
53325,Roma STUDIO BLU- CAMPO DE FIORI,248295,Tom,,I Centro Storico,41.89476,12.47379,Entire home/apt,119,3,163,2021-09-27,1.79,11,168,8,
53670,Cozy and quiet  flat  few blocks bytheColisseum,3504,Laura,,I Centro Storico,41.89515,12.4906,Entire home/apt,100,4,38,2016-09-17,0.30,7,344,2,
53844,Gorgeous studio Monti area 4 blocks bytheColisseum,3504,Laura,,I Centro Storico,41.89709,12.48907,Entire home/apt,100,2,41,2020-01-06,0.45,7,284,0,
54991,la Casetta di Tiziana near the imperial Rome,259007,Tiziana,,VII San Giovanni/Cinecittà,41.87568,12.50485,Entire home/apt,51,2,205,2019-10-04,1.59,1,310,0,
55710,Luxury and Elegant Apartment near St. Peter,263254,Andrea E Carlotta,,XIII Aurelia,41.89723,12.45127,Entire home/apt,142,2,405,2021-07-15,3.21,4,213,8,CVN-000270-6
55834,VIOLET wellnessinnrome,133372,Emanuela,,I Centro Storico,41.90911,12.49988,Private room,94,3,1,2012-09-28,0.01,5,323,0,
56801,"ForMyFriends B&B 2 - Rome, Vatican",269706,Matilde,,I Centro Storico,41.91082,12.45602,Private room,122,2,11,2015-04-14,0.14,2,179,0,
57982,Romantic getaway in Campo dei Fiori,276063,Guglielmo,,I Centro Storico,41.89687,12.47044,Entire home/apt,79,5,44,2019-09-14,0.70,23,26,0,
57996,A week in Rome? Rent my home!,277019,Lis Mari,,XII Monte Verde,41.87898,12.44772,Entire home/apt,40,4,185,2019-09-25,1.43,1,217,0,Codice Idenficativo Univoco (CIU) Struttura Unica - Alloggio per uso turistico ATR-004125-9
58137,LOGGETTA DI TRASTEVERE B&B  Livia,276894,Francesco,,I Centro Storico,41.8871,12.46906,Private room,100,2,1,2012-09-17,0.01,9,224,0,
58273,Loggetta di Trastevere apartment,276894,Francesco,,I Centro Storico,41.88695,12.46911,Entire home/apt,116,2,275,2021-08-06,3.77,9,137,4,
58343,LOGGETTA DI TRASTEVERE B&B  Augusta,276894,Francesco,,I Centro Storico,41.88777,12.46823,Private room,110,1,10,2012-12-16,0.11,9,252,0,
58352,Value for money in Rome center,276063,Guglielmo,,I Centro Storico,41.89264,12.50463,Entire home/apt,79,6,38,2019-07-12,0.30,23,68,0,
59749,WellnessInnRome ShortLet 11people,133372,Emanuela,,I Centro Storico,41.90728,12.50053,Entire home/apt,260,3,77,2019-07-17,0.67,5,325,0,
60300,Enjoy apartment luxury in Rome,290437,Guido,,I Centro Storico,41.89711,12.49997,Entire home/apt,565,2,110,2021-08-08,1.61,1,260,1,
63092,"LA CASA DEI GERANI, for up to 5+BABY!! AIRCON,WIFI",307669,Arabella,,II Parioli/Nomentano,41.93176,12.5224,Entire home/apt,102,3,6,2019-07-16,0.17,1,106,0,
64683,Attic Sannio with terrace,316068,Federico,,VII San Giovanni/Cinecittà,41.88396,12.50654,Entire home/apt,71,3,170,2019-12-17,1.35,43,275,3,
65104,"Central 3bdr apt , A/C, WIFI",318301,Andrea,,VII San Giovanni/Cinecittà,41.88341,12.51512,Entire home/apt,99,3,308,2020-01-15,2.47,3,9,0,
65658,PONTE TESTACCIO LOFT,321012,Massimo,,XII Monte Verde,41.87444,12.46925,Entire home/apt,70,2,2,2012-09-05,0.02,1,253,0,
68449,ROOM SHARING BATHROOM,339461,Enrica,,I Centro Storico,41.89446,12.50996,Private room,76,1,0,,,2,365,0,
68450,CAMERA   BAGNO  IN  CONDIVISIONE,339461,Enrica,,I Centro Storico,41.89364,12.50742,Private room,76,1,0,,,2,365,0,
68731,Colisseum bright studio in Monti neighborhood,3504,Laura,,I Centro Storico,41.89683,12.49124,Entire home/apt,80,4,19,2019-04-09,0.33,7,341,0,
69146,Rome Apartment beautiful ..,345563,Giandomenico,,VII San Giovanni/Cinecittà,41.88426,12.53032,Entire home/apt,90,2,71,2017-06-04,0.69,1,364,0,
70006,50% off in may: Sole & Luna suites,353186,Sole E Luna,,I Centro Storico,41.89009,12.50404,Entire home/apt,83,1,5,2019-12-26,0.05,4,216,0,
70477,Cozy Terrace by Vatican Muesums,355604,Alessandro & Silvia,,I Centro Storico,41.90548,12.44689,Entire home/apt,70,2,129,2019-10-27,1.61,3,184,0,
70621,Apartment Rome's historic center Spanish Step,358775,Antonino,,I Centro Storico,41.90447,12.47536,Entire home/apt,86,1,206,2020-01-05,1.99,2,340,1,CIU ROMA: ATR-005273-5              CISE: 4571 Struture Ricettive Regione lazio
71341,Vatican Tradition and Design,364763,Annabella,,XIV Monte Mario,41.91248,12.44273,Entire home/apt,45,2,22,2013-10-16,0.23,1,86,1,
72073,Medieval borgo in the heart of Rome,276063,Guglielmo,,I Centro Storico,41.89631,12.47111,Entire home/apt,139,5,1,2012-05-02,0.01,23,75,0,
72848,Double room,353186,Sole E Luna,,I Centro Storico,41.89139,12.5012,Private room,80,1,3,2016-07-04,0.04,4,365,0,
75474,"ELEGANT VILLA SWIMMING POOL, AIR/CON, GARDENS",400717,Marina,,III Monte Sacro,41.98963,12.52098,Entire home/apt,1060,3,0,,,1,358,0,
77549,Flat for up to 7 people in the heart of Rome!,409283,Denise,,I Centro Storico,41.89749,12.50003,Entire home/apt,150,3,20,2017-08-12,0.31,1,103,0,
77831,Bonheur Monti,417964,Nathalie,,I Centro Storico,41.89733,12.4917,Entire home/apt,100,3,271,2019-10-19,2.20,1,234,9,Vi comunico il CIU di Bonheur Monti Roma CVN-000757-7
78314,DIAMOND1 Apartment in Rome near the subway,382155,Michele,,VII San Giovanni/Cinecittà,41.87516,12.51359,Entire home/apt,95,3,17,2017-03-18,0.15,11,334,0,
78697,COLOSSEUM Ciao Bella Apartment,422925,Floriana,,I Centro Storico,41.89228,12.50139,Entire home/apt,153,4,109,2019-09-09,0.93,1,243,0,
79393,"Rome,  (Monteverde) 1  single room",427418,Alessandra,,XII Monte Verde,41.86784,12.44009,Private room,43,1,3,2019-05-25,0.03,1,365,0,
80280,Cappellari 2 Campo dei Fiori,316068,Federico,,I Centro Storico,41.89747,12.46875,Entire home/apt,107,3,92,2020-02-15,1.16,43,249,2,
80292,Cappellari 3 Campo dei Fiori,316068,Federico,,I Centro Storico,41.89765,12.47075,Entire home/apt,91,3,140,2019-09-23,1.41,43,323,0,
80612,Apartment Gli Archi 3 beds WIFI AC,435920,Pina,,VII San Giovanni/Cinecittà,41.86346,12.54263,Entire home/apt,56,3,346,2020-03-02,2.72,3,342,5,
81807,DOUBLEROOM WITH PRIVATE BATHROOM,444360,Mary,,VII San Giovanni/Cinecittà,41.8474,12.58989,Private room,25,1,31,2014-09-28,0.34,1,70,1,
83569,Budget Room Trastevere Stn.1  WiFi,455761,Gianmaria,,XII Monte Verde,41.87017,12.45679,Private room,20,4,30,2018-08-17,0.35,1,0,0,
84953,"DOMUS BERNARDINI ""C""",464811,Luca,,XIII Aurelia,41.89157,12.43774,Entire home/apt,80,2,0,,,4,349,0,
85272,"B&B ZenTrastevere, New Red Room",149694,B&B Zen Trastevere,,I Centro Storico,41.88699,12.47103,Private room,100,4,69,2015-09-19,0.64,2,325,1,
85612,"B&B Zen Trastevere, New light blue Room",149694,B&B Zen Trastevere,,I Centro Storico,41.88767,12.47113,Private room,100,4,27,2013-03-04,0.24,2,326,0,
85857,Aenea's B&B in the heart of Rome,470889,Federica,,I Centro Storico,41.89912,12.50463,Hotel room,64,2,60,2017-10-31,0.49,6,355,3,
86187,Elegante Appartamento di Design Accanto al Vaticano,263254,Andrea E Carlotta,,XIII Aurelia,41.89482,12.45292,Entire home/apt,92,2,330,2020-03-12,3.05,4,307,4,CVN-002822-2
86649,2 passi da...è il Bed and Breakfast,475065,Renato,,XV Cassia/Flaminia,41.93995,12.46723,Hotel room,50,2,2,2021-06-13,0.05,3,356,1,
86932,TERRAZZA SAN PIETRO BEST IN ROME,476671,Angelo,,I Centro Storico,41.91184,12.45467,Entire home/apt,70,2,3,2017-03-14,3,6,262,1,
86942,BABRI SIMIN TAJ  BB ROMA,476671,Angelo,,XI Arvalia/Portuense,41.86156,12.46451,Private room,65,1,0,,,6,364,0,
88428,Space home near Piazza Navona,380607,Laura,,I Centro Storico,41.89907,12.47164,Entire home/apt,979,2,219,2020-02-25,1.90,2,188,0,
88611,Cosy and quite room to enjoy Roma,484081,Stefania,,II Parioli/Nomentano,41.92101,12.47222,Private room,38,2,42,2019-03-21,0.68,1,61,0,
88982,"Casa Rubino,near the Coliseum",485491,Irina,,VII San Giovanni/Cinecittà,41.87966,12.51165,Entire home/apt,120,2,13,2018-04-30,0.24,1,306,0,
90666,WikiRome Vatican 1to4 people Wi-Fi 200MBit,491169,WikiRome,,I Centro Storico,41.90982,12.45652,Entire home/apt,80,2,202,2020-03-05,1.94,1,345,0,SCIA Comune di Roma Prot. QA/2015/29912 del 8/12/15 - CIR 1319 - CIU  CVN-000701-5
90971,Rome best location!!!(ghetto)garden,486866,Raffaella,,I Centro Storico,41.89242,12.47874,Entire home/apt,101,3,100,2021-09-05,0.97,5,240,2,
91029,Rome Villa Borghese B&B n.2,492474,Filippo,,II Parioli/Nomentano,41.91736,12.49732,Private room,40,3,10,2020-07-17,0.41,2,334,4,502080
91713,"World Wide Bed Prenestino. ""Easy"" room ensuite",229246,Gigi,,V Prenestino/Centocelle,41.89505,12.54556,Private room,32,2,49,2017-05-24,0.54,1,315,0,
93976,Studio Gio 2 in campo dei fiori,248295,Tom,,I Centro Storico,41.89559,12.4726,Entire home/apt,101,3,104,2021-08-24,0.85,11,160,8,
94106,The Vatican Flat - Chic w/Jacuzzi,503401,Armando,,I Centro Storico,41.91299,12.45304,Entire home/apt,49,2,110,2021-10-06,1.06,1,118,9,6567
95009,Re di Roma Apartment 1/4 adult,506316,Andrea,,VII San Giovanni/Cinecittà,41.87442,12.52593,Entire home/apt,50,3,13,2014-10-31,0.11,4,194,0,
95415,Trevi palazzo storico suite B&B,508116,Emanuele Mercuzio,,I Centro Storico,41.90235,12.49102,Private room,71,1,522,2019-11-03,4.23,3,188,10,
95463,Bed&Breakfast Gallery  Double Room,508291,Michele,,I Centro Storico,41.90647,12.44436,Private room,58,1,2,2021-09-30,0.02,1,344,1,
96351,Il delizioso attico immerso nella Città Eterna.,511552,Fiammetta Maria,,I Centro Storico,41.8923,12.49128,Entire home/apt,160,3,135,2020-10-31,1.08,1,328,2,
97093,A few steps from St. Peter,77932,Giovanna,,XIII Aurelia,41.89688,12.45695,Entire home/apt,146,2,94,2020-02-22,0.88,3,295,0,
102672,ARIA DI MARE  A 20 KM DA ROMA,536398,Antonella,,X Ostia/Acilia,41.72619,12.28681,Entire home/apt,100,3,6,2019-04-12,0.15,3,365,0,
103190,Anni50 B&B - Double Rooms,537257,Alessandro Lorenzo Katia,,II Parioli/Nomentano,41.92735,12.50915,Private room,77,3,13,2018-08-09,0.20,3,350,0,
103245,Trastevere - Manara House,538724,Carla,,I Centro Storico,41.88788,12.46975,Entire home/apt,76,2,271,2020-02-17,2.23,1,344,2,
104339,Colorful apartment close MetroB,543054,Giuseppe,,VIII Appia Antica,41.85585,12.48361,Entire home/apt,80,2,7,2014-04-29,0.07,3,0,0,
105081,A Modern flat near Trastevere,1033076,Rca Immobiliare,,XII Monte Verde,41.86263,12.45331,Entire home/apt,80,4,3,2012-05-15,0.03,6,132,0,
107569,B&B DOLCE VIRGINIA-J.Suite Orchidea,557098,Flora,,VII San Giovanni/Cinecittà,41.87983,12.51273,Private room,60,2,4,2018-04-07,0.05,3,344,0,
108035,Sweet Rome in a typical district.,559233,Franco,,V Prenestino/Centocelle,41.88814,12.52974,Entire home/apt,70,2,39,2014-07-28,0.43,1,354,3,
108039,Sweet terrace by Vatican Musuem New wifi 100Mbs!,355604,Alessandro & Silvia,,I Centro Storico,41.90428,12.4451,Entire home/apt,65,4,128,2019-11-02,1.48,3,23,9,
110515,Appartamento con 3 camere e 3 bagni,82468112,Livia,,II Parioli/Nomentano,41.89666,12.51279,Entire home/apt,156,3,144,2020-01-26,1.69,3,326,2,ATR-000833-2
111424,LOVELY and BABY FRIENDLY FLAT FOR RENT,477332,Cristina,,VII San Giovanni/Cinecittà,41.87447,12.53651,Private room,49,3,0,,,1,89,0,
113590,SMALL STUDIO FLAT Btw Termini & Colosseum!,577650,Antonella,,I Centro Storico,41.89416,12.50958,Entire home/apt,40,2,561,2021-07-17,4.83,1,126,26,BBN-001607-8
116291,Charming room AL Cupolone Guest House ★,190140,Valter,,I Centro Storico,41.90108,12.45784,Private room,80,1,38,2018-04-10,0.39,3,180,0,
116616,CHEAP & CHIC WHITE APT @COLISEUM – ALL INCLUDED!,158699136,Flavio & Emiliano,,I Centro Storico,41.89012,12.50973,Entire home/apt,89,3,197,2019-12-12,1.73,10,17,0,CIU ATR-003976-4 // Auth n.  QA/2015/30404 // CISE N. 94
117532,Spaciouse Apartment in the heart of Rome,82468112,Livia,,II Parioli/Nomentano,41.89666,12.51279,Entire home/apt,110,3,47,2020-01-04,0.40,3,283,8,ATR-000833-2
117982,offro periodo estivo stanza da letto matrimoniale,595949,Angela,,IV Tiburtina,41.90972,12.55194,Private room,50,5,0,,,2,173,0,
118803,Feel at home in Rome,599863,Viviana,,II Parioli/Nomentano,41.90051,12.51363,Entire home/apt,45,7,129,2021-09-06,1.21,1,94,3,
121648,Quiet apart. in the centre of Rome,611003,Francesca,,I Centro Storico,41.8948,12.50613,Entire home/apt,105,2,109,2019-09-29,1.00,1,121,0,
124148,Peaceful room w private badroom Boccea/Casalotti,619502,Barbara,,XIII Aurelia,41.91556,12.37333,Private room,26,30,1,2017-09-04,0.02,1,266,0,
124269,S.cosimato trastevere 2 bedrooms,619855,Ilaria,,I Centro Storico,41.88786,12.4706,Entire home/apt,110,2,161,2021-09-21,1.35,1,346,3,
125484,Exclusive Terrace Piazza Argentina,316068,Federico,,I Centro Storico,41.8944,12.47714,Entire home/apt,147,3,218,2021-09-22,1.79,43,306,25,
125597,Cozy Vatican Apartment in Prati for 3-6 !  wi-fi,624253,Giusy,,I Centro Storico,41.90884,12.46068,Entire home/apt,140,2,199,2019-12-24,1.95,1,301,1,
131221,Saint Peter - Room in apartment,645702,Cristina,,I Centro Storico,41.90274,12.46072,Private room,65,3,119,2019-12-13,1.08,1,344,1,
135051,open space apartament in rome,662417,Fantini,,XII Monte Verde,41.88356,12.41777,Private room,65,3,0,,,1,363,0,
135307,Casa Vacanze Marzia,663406,Marzia,,VIII Appia Antica,41.85624,12.47893,Entire home/apt,60,2,54,2019-09-19,0.63,1,318,1,12810
137044,In Campo de 'Fiori! For families and couples of friends in the historic cen,670337,Massimiliano,,I Centro Storico,41.8962,12.47071,Entire home/apt,84,3,84,2021-07-26,0.95,1,325,5,
137157,Super balcony in center on Romans roofs,486866,Raffaella,,I Centro Storico,41.894,12.47896,Entire home/apt,102,3,6,2012-07-04,0.09,5,327,0,
137713,60sqm apt Campo de' Fiori with Wifi,246365,Carla,,I Centro Storico,41.89579,12.47098,Entire home/apt,85,3,99,2021-09-25,0.87,2,279,6,
137724,Studio in Campo de' Fiori with Wifi,246365,Carla,,I Centro Storico,41.89737,12.47008,Entire home/apt,41,2,159,2021-09-13,1.54,2,212,4,
138192,Rome Termini station double room,674843,Daniele,,I Centro Storico,41.89122,12.50543,Private room,75,1,81,2018-09-24,0.79,5,356,1,
139330,In the hearth of Rome (PIGNETO),679555,Mario,,V Prenestino/Centocelle,41.88142,12.54422,Hotel room,45,2,14,2019-09-18,0.23,1,122,0,
140023,B&B  NIK and BENNY,682426,Simona,,XV Cassia/Flaminia,41.97348,12.45729,Private room,50,2,11,2015-05-31,0.12,1,0,0,
140801,"Rome Studio Rental, Colosseum",685600,Juan Carlos,,I Centro Storico,41.88739,12.4969,Entire home/apt,60,3,159,2021-09-23,1.58,1,304,6,
141614,Room with private bathroom - Colosseum 10min away,674843,Daniele,,I Centro Storico,41.89319,12.50611,Private room,79,1,18,2019-10-28,0.20,5,361,2,
141634,Bright room (up to 4 people) - Rome Colosseum,674843,Daniele,,I Centro Storico,41.89128,12.50517,Private room,80,1,55,2019-10-28,0.71,5,356,0,
142483,Termini station single room,674843,Daniele,,I Centro Storico,41.8919,12.5047,Private room,58,1,125,2019-04-21,1.23,5,354,1,
147043,Entire apartment  on the Park-,643583,Gianni,,XII Monte Verde,41.87659,12.44109,Entire home/apt,80,3,4,2011-09-23,0.03,4,0,0,
147248,Roma Casa Rome House B&B Short Let,711817,Fabiano,,I Centro Storico,41.90097,12.46711,Entire home/apt,69,2,270,2021-08-27,2.99,2,316,9,
147381,Charming Studio in Trevi Fountain,712288,Jimmy,,I Centro Storico,41.90064,12.48435,Entire home/apt,64,3,192,2021-10-03,1.57,13,186,5,
147670,Feliz in Roma B&B - Junior Suite,628404,Federico,,I Centro Storico,41.88795,12.50326,Private room,160,1,2,2016-06-30,0.04,2,365,0,
147933,Feliz in Roma B&B - Chic room,628404,Federico,,I Centro Storico,41.88647,12.50302,Private room,110,2,4,2013-09-17,0.03,2,365,0,
148158,Charming apartment near Trastevere,1249650,Perla,,XII Monte Verde,41.87202,12.44024,Entire home/apt,90,3,8,2011-10-03,0.06,1,365,0,
152614,Single Room with Private Bathroom,734278,Francesca,,II Parioli/Nomentano,41.92521,12.51686,Private room,40,2,56,2015-09-07,0.59,2,353,0,
153506,Sally's beautiful apt - Trastevere,1035589,Sally,,XII Monte Verde,41.87414,12.46965,Entire home/apt,65,3,39,2015-07-22,0.32,2,341,0,
153512,Francesco's  private penthouse,77625,Francesco,,VIII Appia Antica,41.84638,12.49213,Entire home/apt,60,5,28,2015-01-03,0.23,1,352,0,
153542,CORNER HOUSE ROME,677400,Ada,,XIV Monte Mario,41.93982,12.42301,Entire home/apt,65,3,9,2018-04-24,0.17,1,336,1,
154794,Art Mary B&B ; near termini station,744686,Mary,,I Centro Storico,41.9024,12.50483,Hotel room,81,1,4,2020-01-01,0.20,3,356,2,
155179,Renovated 1BR NAVONA-VATICAN,746256,Olivia,,I Centro Storico,41.89875,12.46946,Entire home/apt,100,3,140,2021-09-08,1.21,4,294,7,
156217,Your Home in Rome's Trastevere,750850,Marisa,,I Centro Storico,41.88653,12.4689,Private room,50,2,23,2019-02-19,0.29,1,6,0,
156445,Charming Studio Navona / S.Peter,746256,Olivia,,I Centro Storico,41.89875,12.46946,Entire home/apt,103,3,55,2019-07-31,0.71,4,320,3,
156873,ART APPIA 1 SAN GIOVANNI,753741,Giovanni,,VII San Giovanni/Cinecittà,41.87331,12.51897,Entire home/apt,65,1,1,2012-06-24,0.01,9,334,0,
156878,Rome City Center Trastevere up to 4,753785,Marzia,,I Centro Storico,41.88955,12.47191,Entire home/apt,93,2,144,2021-05-08,1.32,1,157,6,ATR-002450-8
156888,beautiful house,753805,Matteo,,VII San Giovanni/Cinecittà,41.8845,12.52346,Private room,46,1,10,2017-10-29,0.11,1,365,0,
