id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21324708,Charming apartment in Historical center,154365881,Antonio,,I Centro Storico,41.90027,12.47972,Entire home/apt,120,3,11,2021-09-21,0.51,1,336,1,
21329978,B&b KISS AND ROOM: TIFFANY ROOM,153346242,Pasquale,,IV Tiburtina,41.90979,12.53848,Private room,60,1,0,,,3,365,0,
21331611,Modern and bright flat/5 guests/close to Vatican,154433534,Elisa,,I Centro Storico,41.90795,12.46183,Entire home/apt,78,2,75,2021-09-29,1.56,1,347,13,ATR-000368-5
21331634,Lucrezia Romana,154428238,Fabrizio,,VII San Giovanni/Cinecittà,41.83635,12.58903,Entire home/apt,75,1,25,2019-07-24,0.52,1,164,0,
21331725,Bilocale Laurentina - Monte Migliore,42488781,Giorgio,,IX Eur,41.72799,12.50664,Entire home/apt,40,7,2,2017-11-21,0.04,4,357,0,
21332898,DREAM SAN LORENZO,56102596,Patrizia,,II Parioli/Nomentano,41.89697,12.51838,Entire home/apt,40,3,99,2018-10-29,2.15,2,44,1,
21344786,Sweet Flore Rome House,100149465,Yixing,,VII San Giovanni/Cinecittà,41.87245,12.52979,Private room,31,1,8,2018-06-05,0.17,1,0,0,
21349104,Riscarti Green Art Studios 1,48736984,Marlene,,V Prenestino/Centocelle,41.89037,12.53052,Entire home/apt,40,1,74,2019-06-22,1.60,3,328,9,
21352620,Gracchi City Center Apartment,149111740,Renato,,I Centro Storico,41.9065,12.45933,Entire home/apt,91,1,37,2021-10-06,0.77,1,316,3,
21352752,Trastevere Dream - Trastevere,25300746,Daniela E Daniele,,I Centro Storico,41.88734,12.47092,Entire home/apt,98,4,124,2021-09-07,2.82,3,64,11,
21353218,APPARTAMENTO DI LUSSO E DESIGN ROMA SAN PIETRO,154542312,Stefano,,I Centro Storico,41.89982,12.45718,Entire home/apt,50,90,0,,,2,299,0,
21353489,Essential room,83506353,Lorena,,II Parioli/Nomentano,41.91023,12.50202,Private room,23,30,5,2021-06-26,0.24,4,226,1,
21353599,Luxury & Design Apartment Rome S.Peter,154542312,Stefano,,XIII Aurelia,41.89998,12.45503,Entire home/apt,50,90,0,,,2,285,0,
21354034,Villa della Tartaruga Exclusive Living in Rome****,154572669,Giuseppe & Sabrina,,X Ostia/Acilia,41.76909,12.36681,Entire home/apt,178,2,49,2020-02-23,1.04,1,59,1,
21355274,Home Sweet Home,127846052,Ari,,II Parioli/Nomentano,41.92408,12.46616,Private room,30,1,6,2018-01-02,0.12,1,0,0,
21361451,NAVONA TOWER RELAIS - MICHELANGELO,27285043,Giovanni,,I Centro Storico,41.89853,12.47214,Hotel room,61,3,1,2021-10-01,1,11,331,1,
21362579,YourStay@RomeColiseum,154666301,L & S Service,,I Centro Storico,41.88826,12.50785,Entire home/apt,82,1,92,2020-09-17,2.14,8,240,8,
21363049,YourStay@Rome san pietro,154666301,L & S Service,,XIII Aurelia,41.89893,12.45664,Entire home/apt,83,1,77,2020-07-20,1.79,8,50,0,
21365160,rome,144246656,Jones,,IV Tiburtina,41.90754,12.53922,Private room,34,1,14,2018-07-20,0.34,1,0,0,
21366242,il geco in una stanza,9613679,Laura,,XIV Monte Mario,41.9288,12.39914,Private room,9,1,0,,,1,284,0,
21372276,Relax night & day,30532212,Emiliano,,IX Eur,41.80446,12.42372,Entire home/apt,30,2,0,,,1,0,0,
21372668,Riscarti Green Art Studios 2,48736984,Marlene,,V Prenestino/Centocelle,41.89124,12.53202,Entire home/apt,36,1,94,2019-07-05,1.98,3,311,10,
21373012,INDEPENDENT VILLA ROME NEAR CENTER,148018540,Gabriella,,XIV Monte Mario,41.92839,12.44234,Entire home/apt,64,2,7,2018-06-27,0.17,1,33,0,
21373649,VATICAN AREA LOFT - APARTMENT VERY CLOSE TO SUBWAY,154784604,Simona & Gianluca,,I Centro Storico,41.91093,12.4703,Entire home/apt,61,3,136,2020-02-22,2.92,2,0,0,
21374086,B&B Rome EUR - 2 Bedrooms in Flat at Attic floor.,154789424,A,,IX Eur,41.81412,12.47027,Private room,79,2,1,2018-04-14,0.02,4,363,0,
21374604,Camera Tripla,84433378,Fabrizio,,I Centro Storico,41.90496,12.45824,Private room,104,1,0,,,12,341,0,
21378197,Appartamento di 90 m2 quadri vicino a metro C Roma,154827360,Anna Bruna,,VI Roma delle Torri,41.86187,12.61164,Entire home/apt,40,3,1,2018-05-20,0.02,1,0,0,
21380558,"Casa 1885 - when in Rome, live as the Romans do!",1396265,Augusta E Giorgio,,I Centro Storico,41.89492,12.50255,Entire home/apt,129,2,155,2020-01-16,3.22,4,0,0,
21386596,3) Villa ai piedi dei Castelli Romani (Roma),45418208,Cristiano,,VII San Giovanni/Cinecittà,41.82312,12.62575,Private room,13,15,9,2020-11-21,0.88,4,254,5,
21386653,Eur Pavese Penthouse,50142269,Gabriele,,IX Eur,41.81631,12.47327,Private room,50,3,3,2018-11-01,0.06,3,364,0,
21388146,Casa Selinunte,154927567,Marco,,VII San Giovanni/Cinecittà,41.85681,12.5528,Entire home/apt,41,2,2,2017-11-15,0.04,2,9,0,
21388606,Nucleus III - Vatican Flores,154792373,Maurizio,,I Centro Storico,41.91286,12.45348,Entire home/apt,113,3,6,2019-10-03,0.20,1,0,0,ATR-009542-8
21388873,Vittorini Penthouse,50142269,Gabriele,,IX Eur,41.81621,12.4728,Entire home/apt,50,3,9,2019-09-25,0.22,3,325,0,
21391277,Quadraro House,57112034,Antonio,,VII San Giovanni/Cinecittà,41.86395,12.54668,Entire home/apt,53,1,0,,,1,345,0,
21402987,Monteverde bright  apartment with free Garage,1107433,Emiliano & Maria,,XII Monte Verde,41.87564,12.44752,Entire home/apt,81,1,19,2019-10-27,0.45,54,122,0,
21416807,LA CASA SUI FORI,155201531,Giuseppe,,I Centro Storico,41.89265,12.48944,Entire home/apt,150,2,0,,,1,353,0,
21417298,DOMUS MARZIO,155207214,Lorena,,I Centro Storico,41.91071,12.45468,Entire home/apt,63,1,216,2021-08-20,4.49,1,342,33,
21417673,Ottaviano Vatican apartment,44065261,Andrea,,I Centro Storico,41.90996,12.45778,Entire home/apt,110,2,68,2019-10-19,1.42,1,85,1,
21417966,Colosseo - Luxury Apartment with Living Room,6797602,Maria Alberta,,I Centro Storico,41.88689,12.49619,Entire home/apt,132,1,9,2018-09-26,0.19,20,328,2,
21418110,Monolocale Monteverde-Trastevere,22960954,Massimiliano,,XII Monte Verde,41.87082,12.44919,Entire home/apt,47,2,0,,,2,360,0,
21418962,PARIOLI COSY HOUSE,66700158,Olimpia,,II Parioli/Nomentano,41.92403,12.48434,Entire home/apt,449,2,12,2018-05-20,0.25,1,356,0,
21419268,Cosy apartment in the heart of Rome,1460757,Paolo,,I Centro Storico,41.90387,12.4932,Entire home/apt,65,2,145,2019-11-30,3.01,9,296,15,
21419645,Domus Ubaldi Rubin Room,139269377,Silvio,,XIII Aurelia,41.89752,12.4303,Private room,39,16,1,2018-10-24,0.03,1,358,0,
21420386,"House With Terrace ""Campo de Fiori""",108375123,Jhonny,,I Centro Storico,41.89633,12.47139,Entire home/apt,89,1,50,2021-10-02,1.06,4,337,3,
21420721,Giardino al centro,13261908,Laura,,I Centro Storico,41.89404,12.48117,Entire home/apt,80,15,2,2018-03-31,0.04,13,276,0,
21421778,"B&B near Coliseum and Train Station, small room",59916552,Alberto,,I Centro Storico,41.89472,12.5112,Private room,33,2,18,2018-09-29,0.40,5,0,0,
21422648,Flat Front The Colosseum,25935752,Damiano,,I Centro Storico,41.88928,12.49687,Entire home/apt,85,4,112,2019-11-19,2.33,6,64,0,
21425904,"Single Room, BnB Enrico Fermi room 6",116866606,Roberto,,I Centro Storico,41.9057,12.49979,Private room,46,1,74,2019-10-16,1.54,6,165,1,BBI-000109-8
21426131,"Lovely penthouse well connected, for 4 people",126387385,Cesare,,XII Monte Verde,41.87973,12.4165,Entire home/apt,70,3,29,2019-09-27,0.81,2,46,0,
21430849,Merulana Suite Apartment,27960003,Pietro,,I Centro Storico,41.89019,12.50132,Entire home/apt,233,1,4,2019-02-17,0.13,2,215,0,
21433063,"Suite Rondanini, historical home at Pantheon",30775891,Alice And Sandro,,I Centro Storico,41.89982,12.47595,Entire home/apt,250,2,13,2019-11-04,0.30,2,312,1,
21433560,Penthouse Luxury Terrace,10210991,Peter,,II Parioli/Nomentano,41.91357,12.47657,Entire home/apt,330,3,2,2018-04-02,0.04,36,220,0,
21435734,Navona Art Apartment,140002375,Le Relais,,I Centro Storico,41.89945,12.46561,Entire home/apt,117,2,1,2021-09-11,1,1,172,1,
21436286,VIA DEI CORONARI: FASCINO E ANTICHITA',79111061,Cecilia,,I Centro Storico,41.89966,12.47082,Entire home/apt,130,2,23,2018-10-23,0.50,2,319,0,
21442175,COLOSSEUM COTTAGE SPECIAL OFFER!!!,148506079,Antonella,,I Centro Storico,41.88874,12.50252,Entire home/apt,39,2,177,2021-07-18,3.73,2,297,16,
21442428,Merulana Suite Apartment second,27960003,Pietro,,I Centro Storico,41.88871,12.49973,Entire home/apt,224,1,0,,,2,215,0,
21446258,Very nice and cozy room near Colosseum,1447366,Iole,,VIII Appia Antica,41.87141,12.481,Private room,50,2,4,2019-05-07,0.16,3,282,0,
21447694,Liberty Trastevere - Horta suite,134683728,Alessandro,,XII Monte Verde,41.88349,12.46879,Private room,65,1,73,2021-07-29,1.61,4,196,7,
21454422,Art Noueveau Rome Suite special price March,155738902,Giulia,,I Centro Storico,41.88694,12.50642,Hotel room,80,1,13,2019-07-02,0.27,2,150,0,
21455077,Gianni's Guest House,131267316,Jia Nian,,I Centro Storico,41.89666,12.50408,Private room,38,2,121,2021-08-20,2.70,4,68,25,
21457967,Lovely Sibari Apartment,47326473,Fabrizio,,VII San Giovanni/Cinecittà,41.88123,12.50413,Entire home/apt,85,3,143,2021-08-03,3.06,2,11,2,
21458058,"Big-bright, very comf&cheap room near TibutinaSt",84772301,Luigi,,IV Tiburtina,41.9059,12.54017,Private room,460,1,0,,,1,365,0,
21464267,A bedroom and a private bathroom,34165916,Matilde,,V Prenestino/Centocelle,41.88956,12.53926,Private room,48,4,1,2018-01-02,0.02,3,364,0,CIU: ATR-002965-1
21465651,Rome Center Hot Spot,8668317,Massimo,,I Centro Storico,41.89591,12.46919,Entire home/apt,79,1,20,2021-07-18,0.45,5,284,10,ATR-006006-9
21466276,PiazzaVittorio87,82098865,Da Fabu Lous,,I Centro Storico,41.89388,12.506,Entire home/apt,70,1,11,2018-10-03,0.24,1,185,0,
21469163,Maisonette Coppedé,19433762,Luca,,II Parioli/Nomentano,41.91763,12.49856,Entire home/apt,65,3,27,2019-08-25,0.57,9,12,4,
21469556,Roma Home,41118291,Alessandra,,I Centro Storico,41.89152,12.50408,Entire home/apt,101,30,56,2019-11-30,1.65,1,315,0,
21469759,Colorful comfortable apartment close to metro A,3398050,Filippo,,VII San Giovanni/Cinecittà,41.87493,12.51494,Entire home/apt,50,5,137,2020-03-09,2.85,1,1,1,
21472285,Appartamento con giardino vicino al Santa Lucia,25136892,Andrea,,VIII Appia Antica,41.8405,12.51345,Entire home/apt,145,1000,3,2020-09-06,0.09,1,363,0,
21472981,Camperino lino,74742147,Cesira,,III Monte Sacro,41.94574,12.51357,Private room,82,2,0,,,1,177,0,
21479577,Delizioso attico a Talenti,156008696,Marco,,III Monte Sacro,41.95119,12.54706,Entire home/apt,106,3,24,2020-11-08,0.52,1,262,6,ATR-004971-9
21479880,CasAphrodite Roma,120030553,Monica,,V Prenestino/Centocelle,41.88834,12.52568,Entire home/apt,79,1,115,2021-03-31,2.39,1,83,24,
21481709,Le Api Apartment,156027478,Andrea,,XIII Aurelia,41.90632,12.4236,Entire home/apt,70,3,32,2019-05-24,0.89,1,0,0,"SCIA: QA/2018/27138  
ID regione Lazio: 3633"
21481896,Spanish Step Balcony Luxury BIG Apartment 9 guests,8383844,Laura Ed Ezio,,I Centro Storico,41.90846,12.47494,Entire home/apt,239,1,1,2018-01-15,0.02,26,310,0,
21482420,COSY HOME,127685876,Beatrice,,I Centro Storico,41.89398,12.47481,Entire home/apt,94,3,142,2021-07-31,2.96,1,169,7,ATR-005808-9
21483009,Luxury Loft Capocci 24 Coliseum,1667252,Chiara,,I Centro Storico,41.896969,12.491335,Entire home/apt,139,2,138,2021-08-01,2.87,2,304,3,ATR-006333-3
21483237,BDC Rome Vatican Apartment - Free Netflix!,1598397,Sara,,I Centro Storico,41.90881,12.44611,Entire home/apt,111,1,32,2021-08-18,0.74,6,43,3,
21483823,Monolocale Deluxe con balcone,63946961,Simone,,XIV Monte Mario,41.96171,12.409,Entire home/apt,49,1,3,2019-06-28,0.07,6,243,0,
21485031,Vatican Little Dome - A dream in the Eternal City,143463530,Alessandra,,I Centro Storico,41.9059,12.45954,Entire home/apt,188,3,9,2018-06-29,0.20,2,323,0,Codice CISE Regione Lazio: 10301
21486605,Roma Holiday Home stanza grande metroA ponte lungo,36444321,Ernesto Chiara Agnese,,VII San Giovanni/Cinecittà,41.8786,12.51904,Private room,60,2,0,,,4,103,0,
21488335,LA TERRAZZA - city centre,193424138,Lena,,I Centro Storico,41.88482,12.4659,Entire home/apt,67,1,100,2020-02-01,2.38,5,0,1,
21492771,Big bedroom in front of Caffarella Park,129602032,Michele,,VII San Giovanni/Cinecittà,41.87269,12.50941,Private room,35,2,3,2018-09-27,0.06,1,0,0,
21492820,ROMA BUSINESS COMFORT TURISMO,54585363,Paul,,IX Eur,41.81866,12.453,Entire home/apt,57,4,28,2019-09-02,0.58,7,27,0,
21495152,Pantheon Blue: family and friends big apartment,29507259,Alessia,,I Centro Storico,41.90076,12.47586,Entire home/apt,140,3,29,2019-12-31,0.67,11,316,0,
21495341,Palazzo Farnese & Campo de' Fiori - Elegant Apt x3,96122546,CleanBnB Team,,I Centro Storico,41.89731,12.46825,Entire home/apt,137,2,68,2021-08-23,1.44,111,315,9,ATR-009783-6
21495966,Roma Holiday Home stanza 2letti metroA ponte lungo,36444321,Ernesto Chiara Agnese,,VII San Giovanni/Cinecittà,41.8755,12.51913,Private room,60,2,0,,,4,365,0,
21496189,Dome View  House,156166106,Marco,,XIII Aurelia,41.89989,12.45209,Entire home/apt,140,2,13,2020-02-25,0.35,2,207,0,
21496610,Bellissimo Apt in Monteverde,33153039,Domenico,,XII Monte Verde,41.8672,12.44202,Entire home/apt,135,2,0,,,1,0,0,
21499265,The Young Pope Apartment – close to the Vatican,103706873,Andrea,,XIII Aurelia,41.89718,12.45524,Entire home/apt,96,2,66,2021-08-02,1.79,1,168,4,ATR-005516-5
21499714,"Stanza doppia  con lavandino , microonde , Wi-Fi",116534631,Ivan,,I Centro Storico,41.90518,12.50179,Private room,44,1,57,2019-02-11,1.39,12,349,12,
21500113,vip blue room,150785829,Emilio,,VII San Giovanni/Cinecittà,41.88458,12.51221,Hotel room,55,1,57,2019-07-28,1.30,4,0,0,
21501757,Casa a Trastevere,59882424,Fabiola,,XII Monte Verde,41.87963,12.46798,Private room,150,1,0,,,1,362,0,
21506740,Claudehouse,94436532,Valentina,,VIII Appia Antica,41.83045,12.49366,Entire home/apt,120,1,0,,,2,364,0,
21508125,Cozy apartment for 4 guests in Roma Garbatella!,156283613,Filippo,,VIII Appia Antica,41.86793,12.48388,Entire home/apt,82,2,3,2018-02-23,0.07,1,345,0,
21510927,Leave Me Breathless...,276063,Guglielmo,,I Centro Storico,41.90916,12.47738,Entire home/apt,199,5,0,,,23,89,0,
21511217,Trastevere Romantic Boutique Hotel luxury Suite,85634572,Palazzo Baj,,I Centro Storico,41.88826,12.47877,Private room,110,1,0,,,3,157,0,
21511771,"Coral flat Colosseo, 300 m Colosseo, A/C, WIFI",156310098,Massimiliano,,I Centro Storico,41.8877,12.49647,Entire home/apt,80,2,64,2019-10-16,1.42,1,315,1,
21511933,Old center Rome Luxury Home in front of St. Peter,87695521,Beatrice,,XIII Aurelia,41.89745,12.45388,Entire home/apt,100,3,0,,,2,314,0,CVN-001105-4
21513028,Double Room in cosy shared apartment,149774,The Tocchella Family,,XI Arvalia/Portuense,41.82673,12.39974,Private room,36,2,9,2019-09-30,0.20,8,365,0,
21513275,St. Peter Home - Your Home in Rome APT & PARKING,1815474,Simone & Riccardo,,XIII Aurelia,41.89788,12.45559,Entire home/apt,78,5,50,2020-02-25,1.06,2,239,2,
21513501,Art nouveau Rome Suite antibacterial cleaning,155738902,Giulia,,I Centro Storico,41.88846,12.50608,Hotel room,72,1,12,2019-08-17,0.26,2,120,0,
21514978,Work Trip ? Traveling for work Well connected /4.0,68618971,Andrea,,XII Monte Verde,41.87969,12.46673,Entire home/apt,382,2,0,,,7,358,0,
21515169,Work Trip ? Traveling for work Well connected /5.0,68618971,Andrea,,XII Monte Verde,41.88167,12.46589,Entire home/apt,446,2,0,,,7,360,0,
21515293,Work Trip ? Traveling for work Well connected /6.0,68618971,Andrea,,XII Monte Verde,41.88128,12.46744,Entire home/apt,531,2,0,,,7,359,0,
21515359,Work Trip ? Traveling for work Well connected /7.0,68618971,Andrea,,XII Monte Verde,41.87978,12.46733,Entire home/apt,449,2,0,,,7,358,0,
21520199,Co-home C,33953780,Andrea,,I Centro Storico,41.89346,12.51414,Private room,46,23,4,2019-07-31,0.11,11,318,0,
21521427,Villa Gemma,50142269,Gabriele,,IX Eur,41.78716,12.46171,Entire home/apt,88,2,1,2018-09-27,0.03,3,364,0,
21522015,The Secret Garden in Rome,156406510,Roberta,,VII San Giovanni/Cinecittà,41.85223,12.56711,Private room,100,1,13,2018-05-11,0.28,1,0,0,
21522576,Budget Double Room,96168038,Strand Hotel,,VII San Giovanni/Cinecittà,41.86396,12.54992,Private room,69,3,12,2021-02-11,0.57,7,365,7,
21523687,Piazza del Popolo Spain Steps Luxury Penthouse,46780013,BBhome,,I Centro Storico,41.90994,12.47354,Entire home/apt,239,1,2,2019-09-18,2,19,304,1,
21523874,Claude's house,94436532,Valentina,,VIII Appia Antica,41.83019,12.49352,Entire home/apt,120,1,17,2019-02-01,0.39,2,365,2,
21523959,Fornacino a San Pietro!,33673919,Yvonne,,XIII Aurelia,41.89767,12.45757,Entire home/apt,60,2,38,2019-10-27,0.84,1,41,0,
21527078,LILIUM STUDIO ROME NAVONA,3146253,Eva,,I Centro Storico,41.89734,12.46938,Entire home/apt,80,3,63,2019-10-17,1.33,5,276,0,
21528610,Da Mary&Ale,24538264,M.Francesca,,II Parioli/Nomentano,41.91105,12.51968,Entire home/apt,59,3,13,2019-04-21,0.30,1,160,0,
21531934,Co-home B,33953780,Andrea,,II Parioli/Nomentano,41.89451,12.51591,Private room,40,18,1,2018-08-31,0.03,11,272,0,
21533277,Ranier' s House,156512389,Raniero,,XIII Aurelia,41.89281,12.41585,Entire home/apt,30,1,10,2019-12-29,0.28,1,1,0,
21533591,Vatican Nice Stay - Rome,79664884,Claudia,,I Centro Storico,41.90894,12.45639,Entire home/apt,75,2,24,2018-02-23,0.51,1,9,0,
21534730,Cozy apartment for holiday,72464372,Giulia,,XIII Aurelia,41.90501,12.41715,Entire home/apt,40,2,4,2021-08-27,0.16,1,0,3,
21535491,Delizioso Monolocale con Balcone,63946961,Simone,,XIV Monte Mario,41.9631,12.41039,Entire home/apt,47,1,10,2019-10-02,0.25,6,190,1,
21537729,Varental | Vatican Moma | 5BR,142577632,Giovanni,,XIII Aurelia,41.89841,12.45386,Entire home/apt,381,1,66,2021-09-01,1.80,4,323,2,
21538375,MVM Apartment,156563996,Lorena,,XIII Aurelia,41.89662,12.44899,Entire home/apt,83,1,264,2021-08-01,5.57,1,345,44,
21541883,EUR WONDERFULL LOCATION,156562681,Ale,,VIII Appia Antica,41.84407,12.48085,Entire home/apt,75,7,0,,,1,89,0,
21544930,Eur Pavese Penthouse Kitchen,25504378,RoRi,,IX Eur,41.8178,12.47177,Entire home/apt,50,3,1,2019-04-14,0.03,1,364,0,
21545446,Amazing in Piazza Navona,58377454,F,,I Centro Storico,41.89697,12.47153,Entire home/apt,80,2,81,2019-12-27,1.76,4,329,0,
21545621,Amazing in Fori Imperiali,58377454,F,,I Centro Storico,41.89435,12.48641,Entire home/apt,130,2,1,2018-01-01,0.02,4,209,0,
21546679,Attico Piazza del Popolo B,21348496,Greta,,I Centro Storico,41.90899,12.47661,Entire home/apt,100,3,41,2019-11-02,0.97,2,253,1,
21548730,Attico Quinto Piano nella Capitale.Residence Nuovo,156645922,Maurizio,,XIII Aurelia,41.89004,12.42041,Entire home/apt,55,3,2,2018-04-14,0.05,1,0,0,
21554287,Flat 30' to the Center and near Termini,773808,Rosanna,,II Parioli/Nomentano,41.89718,12.51372,Entire home/apt,136,1,43,2021-09-08,1.01,5,0,2,
21555879,Beautiful and Plus apartment near the Vatican,2435691,Francesca,,I Centro Storico,41.90838,12.46965,Entire home/apt,206,3,98,2020-02-23,2.13,15,296,0,QA/2017/41237
21556507,"Walk to Spanish Steps from a Refined, Art-Filled Flat",156744003,Maria Luisa,,I Centro Storico,41.904,12.47762,Entire home/apt,790,3,24,2021-08-16,0.71,1,338,2,
21556595,Co-home D,33953780,Andrea,,II Parioli/Nomentano,41.89393,12.51428,Private room,46,23,0,,,11,326,0,
21558041,Double room,102129661,Carlos,,VII San Giovanni/Cinecittà,41.87887,12.52722,Private room,100,1,0,,,1,364,0,
21558754,Room in a central elegant flat,114393657,Antonino,,II Parioli/Nomentano,41.91185,12.49777,Entire home/apt,95,2,2,2018-09-13,0.07,1,70,0,
21559773,Dépendance under lemon trees,9303831,Patricia,,V Prenestino/Centocelle,41.8891,12.52963,Entire home/apt,45,20,28,2018-08-20,0.60,1,50,0,
21561350,Enchanting house in the heart of Trastevere,16178315,Marco,,I Centro Storico,41.89076,12.46863,Entire home/apt,83,3,109,2021-09-25,2.47,3,317,20,
21563990,Elegant Apartment in Front of St Peter's Basilica,100619909,Ludovica,,XIII Aurelia,41.89913,12.45464,Entire home/apt,149,1,260,2020-09-14,5.48,9,192,3,
21570005,Laura Vatican Family Apartment 1,11786917,Laura,,I Centro Storico,41.90681,12.46148,Entire home/apt,99,2,40,2021-07-12,0.87,3,296,4,
21570962,Hello Sunshine with Swimming Pool !!!,156865434,Francesca,,III Monte Sacro,41.95577,12.51862,Entire home/apt,46,3,14,2018-10-03,0.30,1,103,0,
21572359,LUXURY DOMUS NEAR CAMPO DEI FIORI,2378012,Francesca,,I Centro Storico,41.89322,12.47628,Entire home/apt,2490,3,0,,,9,198,0,
21576037,"Angeletti B&B, room 4 per famiglie, centralissimo",86446394,Piera,,I Centro Storico,41.8965,12.47427,Private room,100,1,2,2018-08-12,0.04,4,0,0,
21576581,Vittoria Luxury Apartment,2405376,Lorenzo,,I Centro Storico,41.90769,12.47733,Entire home/apt,357,4,7,2018-07-05,0.18,53,350,0,
21580691,Just Behind Coliseum 3,79325581,Giordano,,I Centro Storico,41.89548,12.48987,Entire home/apt,58,1,278,2021-10-03,5.84,4,86,46,
21580932,La Perla a San Pietro,156917206,Marika,,XIII Aurelia,41.89522,12.45683,Entire home/apt,180,1,1,2018-06-05,0.02,5,365,0,
21586753,Santa Maria Maggiore - Monti -  Room 5,8448591,Beatrice,,I Centro Storico,41.8975,12.50109,Hotel room,178,2,6,2018-08-03,0.20,6,350,0,
21589685,"""Dolce Domus"" Appartamento Deluxe",7355276,Nina,,I Centro Storico,41.89307,12.50119,Entire home/apt,136,1,54,2019-08-05,1.14,1,68,6,
21590975,Home Sweet Home,157028516,Simone,,VIII Appia Antica,41.86334,12.48139,Entire home/apt,92,1,50,2019-06-02,1.05,5,337,2,
21591910,Life in Rome Apartment - - Music is Life - -,157035538,Marco E Serena,,I Centro Storico,41.9113,12.45805,Entire home/apt,97,4,3,2019-07-07,0.09,3,2,0,
21593338,Magenta Superior Argilla,97409859,Magenta,,XIII Aurelia,41.89556,12.44948,Entire home/apt,54,1,191,2020-02-22,4.03,16,299,26,
21595271,STEPHANOTIS apartment in Rome,16214173,Vittoria,,XIII Aurelia,41.89907,12.43555,Entire home/apt,62,1,40,2019-10-11,0.99,1,308,0,
21598828,casa indipendente con giardino,16227946,Alessandro,,V Prenestino/Centocelle,41.87911,12.57021,Entire home/apt,40,2,7,2019-10-27,0.15,1,9,0,
21600119,Camera Doppia - J24 Bed & Breakfast,139058643,Davide,,VIII Appia Antica,41.85242,12.4841,Private room,70,1,1,2019-03-31,0.03,2,365,0,
21600646,Vatican Ammiragli 121,21325219,Andrea,,I Centro Storico,41.90608,12.44491,Entire home/apt,149,1,59,2019-07-27,1.35,8,214,0,
21601081,Rifugio al Vaticano,157116660,Giovanni,,I Centro Storico,41.9079,12.45506,Entire home/apt,120,7,46,2019-11-06,1.00,1,0,0,
21601540,"Quadruple ROOM, Dream Station B&B ensuite bathroom",66238723,Manuela,,I Centro Storico,41.89949,12.50214,Hotel room,99,1,54,2020-01-07,1.16,7,0,0,
21601669,Residenza Vittoria,36852422,Antonella,,I Centro Storico,41.90738,12.47793,Entire home/apt,89,2,0,,,2,189,0,
21601882,Cosy modern studio flat close to metro Piramide,157120519,Li,,I Centro Storico,41.87582,12.48772,Entire home/apt,100,2,14,2018-05-13,0.30,1,0,0,
21602553,Easy Rome,485516,Francesco,,XII Monte Verde,41.87533,12.45185,Entire home/apt,35,4,0,,,1,0,0,
21602848,Monti to live the heart of Rome,2710834,Gualtiero,,I Centro Storico,41.89331,12.48875,Entire home/apt,69,4,124,2020-03-01,2.65,4,70,1,ATR-006537-9
21603156,DREAM STATION B&B - Double Room - ensuite-bathroom,66238723,Manuela,,I Centro Storico,41.89935,12.50217,Private room,79,1,3,2019-07-04,0.07,7,23,0,
21603187,SWEETHOME,157134048,Simona,,I Centro Storico,41.90349,12.48564,Entire home/apt,260,2,17,2019-05-30,0.39,1,112,0,
21603386,""" Camera Relax"" Ospedale San Filippo Neri Gemelli",138310498,Emanuele,,XIV Monte Mario,41.95911,12.41437,Private room,40,1,5,2018-09-14,0.11,2,0,0,
21603801,Nice Apartment in Trastevere 2,114492030,Manuele,,I Centro Storico,41.89025,12.46692,Entire home/apt,62,1,211,2021-07-26,4.45,4,55,22,
21604173,"Double ROOM, Dream Station B&B, ensuite bathroom",66238723,Manuela,,I Centro Storico,41.89943,12.5021,Hotel room,79,1,3,2019-11-04,0.07,7,23,0,
21606734,New Sara's Trastevere apartment,124989774,Sara,,XII Monte Verde,41.87635,12.46921,Entire home/apt,100,2,78,2019-09-18,1.64,3,158,0,
21615062,Heartwarming Apartment - 5 Minutes from Colosseum,117295566,Simone,,I Centro Storico,41.88997,12.49993,Entire home/apt,91,2,127,2020-01-07,2.76,3,332,3,
21619053,La Villetta,157270441,Massimo,,XI Arvalia/Portuense,41.84501,12.34993,Entire home/apt,40,3,11,2017-12-03,0.23,1,40,0,
21619325,room with shared wc near Termini/Colosseo,157272396,Andrei & Alex,,I Centro Storico,41.89385,12.50306,Private room,38,1,178,2021-08-06,3.81,4,129,8,
21619587,Irene's home,89524573,Roberta,,IX Eur,41.77018,12.57766,Entire home/apt,115,3,2,2020-08-18,0.08,1,111,0,
21621019,"Decompress at a Chic, Minimal Nest in a Historic Palazzo",42776295,Commendable,,I Centro Storico,41.90369,12.47785,Entire home/apt,251,1,4,2019-06-24,0.19,5,128,0,
21621020,"Rome, an Aristocratic apartment in Historic Palace near the Piazza Navona",42776295,Commendable,,I Centro Storico,41.89945,12.46848,Entire home/apt,644,1,5,2021-08-07,0.17,5,321,1,
21621761,Camera quadrupla con bagno privato collegatissima,77268375,Irena Jozefa,,VII San Giovanni/Cinecittà,41.87607,12.52358,Private room,86,1,0,,,3,364,0,
21622187,Camera matrimoniale con bagno interno vicino metro,77268375,Irena Jozefa,,VII San Giovanni/Cinecittà,41.87551,12.52392,Private room,70,2,0,,,3,364,0,
